Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
1;1014361;personal income tax 2NDFL;Treatment;0;0.42;male;1;0;Higher / Second higher / Academic degree;middle manager;< 50;0;22;33;Other;Limited Liability Company   (ООО);married;2;1;1;1;1;0.0186046512;1;0;0;0;0.5;3;3;211;6;2;2;18;85;1;0;0;0;0;0;0
1;1014381;Bank form (without the employer's seal);Repair;1;0.27;female;0;0;Higher;specialist;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014401;Bank form (without the employer's seal);Repair;0;0.22;male;1;0;Higher;support staff;>250;0;84;39;Trade;Limited Liability Company   (ООО);married;1;1;1;1;1;0;0;0;0;0;1;1;0;20;1;0;0;18;18;0;0;0;0;0;0;0
1;1014421;Bank form (without the employer's seal);Обучение;0;0.3;male;1;0;Higher;specialist;>250;0;25;27;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014441;Bank form (without the employer's seal);Buying a car;1;0.15;male;0;0;Higher / Second higher / Academic degree;specialist;>250;0;43;27;Trade;Limited Liability Company   (ООО);married;1;0;0;0;0;0.0377358491;0;0;0;0;0.1428571429;1;6;51;7;0;1;15;48;1;1;1;1;0;0;0
1;1014461;Bank form (without the employer's seal);Repair;0;0.3;male;2;0;Higher;senior manager;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014481;Receipt of salary in the account;Buying a car;0;0.57;female;2;0;Higher;Sales Representative;>250;0;21;31;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014501;Bank form (without the employer's seal);Repair;1;0.39;female;0;0;Higher;Sales Manager;>250;0;112;41;Trade;Limited Liability Company   (ООО);married;0;0;0;0;0;0;0;0;0;0;0;0;7;104;7;0;2;22;87;0;0;0;0;0;0;0
1;1014521;Receipt of salary in the account;Other;0;0.47;female;0;0;Higher;specialist;>250;1;54;44;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014541;personal income tax 2NDFL;Repair;1;0.46;male;1;0;Higher;middle manager;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014561;Receipt of salary in the account;Purchase of real estate / construction;1;0.5;male;0;0;Higher;worker;>250;1;153;42;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014581;personal income tax 2NDFL;Repair;1;0.22;female;1;0;Higher;support staff;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014601;Free form with the seal of the employer;Buying a car;1;0.35;male;0;0;average-специальное;worker;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014621;personal income tax 2NDFL;Purchase of real estate / construction;1;0.07;female;0;0;Higher;middle manager;>250;3;149;45;Finance;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014641;personal income tax 2NDFL;Repair;1;0.48;male;1;0;Higher;worker;>250;0;68;31;Legal services;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014661;Receipt of salary in the account;Repair;0;0.15;male;2;0;Higher;senior manager;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014681;personal income tax 2NDFL;Purchase of real estate / construction;0;0.34;female;1;0;Higher;Sales Representative;>250;0;7;28;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014701;Receipt of salary in the account;Buying furniture;1;0.29;male;1;0;Higher / Second higher / Academic degree;senior manager;< 50;0;22;41;Building;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014721;Bank form (without the employer's seal);Repair;0;0.21;male;1;0;Higher;senior manager;< 50;0;9;40;Transport;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014741;Bank form (without the employer's seal);Обучение;1;0.11;male;1;0;average-специальное;worker;>250;0;83;44;Trade;Limited Liability Company   (ООО);married;0;0;0;0;0;0;1;0;0;0;0.5;2;2;75;4;1;2;12;45;0;0;0;0;0;0;0
1;1014761;Bank form (without the employer's seal);Buying a car;0;0.36;male;1;0;unfinished Higher;support staff;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014781;Bank form (without the employer's seal);Repair;0;0.17;male;3;0;Higher;middle manager;>250;0;15;39;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014801;Bank form (without the employer's seal);Repair;1;0.34;male;0;0;average-специальное;support staff;>250;0;260;51;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014821;Bank form (without the employer's seal);Repair;1;0.41;male;1;0;Higher;middle manager;>250;0;13;52;Other;Public corporation (ОАО);married;1;1;1;0;0;0.0779220779;0;0;0;0;0.2307692308;3;10;142;13;2;2;6;93;1;0;0;0;0;0;0
1;1014841;Free form with the seal of the employer;Repair;1;0.41;female;0;0;Higher;middle manager;< 50;0;14;46;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014861;Receipt of salary in the account;Repair;1;0.47;male;1;0;Higher;specialist;>250;0;33;34;Information Technology;closed joint stock company (ЗАО);married;1;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;35;3;1;0;16;49;0;0;0;0;0;0;0
1;1014881;Bank form (without the employer's seal);Repair;0;0.55;female;0;0;Higher / Second higher / Academic degree;middle manager;< 50;0;174;54;Other;Other form;single, not married;0;0;0;0;0;0.008;0;0;0;0;0.5;3;3;124;6;3;3;6;93;1;0;0;0;0;0;0
1;1014901;Receipt of salary in the account;Обучение;1;0.15;female;1;0;Higher;middle manager;>250;0;8;43;Other;Limited Liability Company   (ООО);single, not married;2;2;2;1;1;0.0294117647;0;0;0;0;0.4;2;3;33;5;1;0;12;42;1;0;0;0;0;0;0
1;1014921;Bank form (without the employer's seal);Repair;0;0.15;male;1;0;Higher;specialist;>250;0;175;31;public service;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1014941;personal income tax 2NDFL;Purchase of real estate / construction;1;0.52;female;1;0;Higher;support staff;>250;0;32;49;Trade;Limited Liability Company   (ООО);married;1;1;1;1;1;0;0;0;0;0;1;1;0;7;1;0;0;16;16;0;0;0;0;0;0;0
1;1014961;Receipt of salary in the account;Repair;0;0.56;female;1;0;average-специальное;support staff;>250;0;23;41;Trade;Limited Liability Company   (ООО);single, not married;0;0;0;0;0;0.1138211382;0;0;0;0;0.4;2;3;109;5;2;0;14;74;1;1;1;1;0;0;0
1;1014981;Receipt of salary in the account;Vacation;0;0.11;male;0;0;Higher;specialist;>250;0;14;26;Other;Limited Liability Company   (ООО);single, not married;1;1;1;1;0;0.0714285714;0;0;0;0;0;0;2;13;2;0;1;9;12;1;0;0;0;0;0;0
1;1015001;Receipt of salary in the account;Repair;0;0.44;male;0;0;Higher;specialist;>250;0;26;27;Transport;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015021;Receipt of salary in the account;Repair;1;0.54;male;0;0;Higher;support staff;>250;0;116;31;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015041;Bank form (without the employer's seal);Purchase of real estate / construction;1;0.44;male;2;0;average-специальное;support staff;>250;0;48;40;Other;State enterprise;married;0;0;0;0;0;0;0;0;0;0;0;0;2;27;2;0;2;17;17;0;0;0;0;0;0;0
1;1015061;Free form with the seal of the employer;Treatment;1;0.34;female;1;0;average-специальное;specialist;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015081;Free form with the seal of the employer;Other;1;0.45;female;1;0;Higher / Second higher / Academic degree;middle manager;< 50;0;28;43;Trade;Limited Liability Company   (ООО);married;3;3;2;2;2;0.0181818182;1;0;0;0;0.6666666667;4;2;108;6;3;1;16;82;1;0;0;0;0;0;0
1;1015101;Receipt of salary in the account;Repair;0;0.45;female;1;0;Higher;specialist;>250;0;51;34;Trade;Limited Liability Company   (ООО);divorced / divorced;2;1;0;0;0;0.019047619;0;0;0;0;0.8;4;1;103;5;3;0;27;74;1;1;0;0;0;0;0
1;1015121;Receipt of salary in the account;Repair;0;0.12;female;0;0;Higher;middle manager;>250;0;127;51;Information Technology;closed joint stock company (ЗАО);single, not married;0;0;0;0;0;0;0;0;0;0;0.2857142857;2;5;46;7;0;2;6;78;0;0;0;0;0;0;0
1;1015141;personal income tax 2NDFL;Purchase of real estate / construction;1;0.41;male;1;0;Higher;specialist;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015161;Receipt of salary in the account;Repair;1;0.38;female;2;0;Higher;specialist;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015181;Bank form (without the employer's seal);Repair;0;0.28;female;0;0;average-специальное;support staff;>250;0;249;44;Other;State enterprise;married;1;1;0;0;0;0.0050505051;0;0;0;0;0.1538461538;2;11;197;13;1;1;12;86;1;0;0;0;0;0;0
1;1015201;personal income tax 2NDFL;Repair;1;0.59;male;0;0;Higher;worker;>250;0;53;48;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015221;Receipt of salary in the account;Other;1;0.49;male;1;0;Higher;worker;>250;0;7;42;Trade;Limited Liability Company   (ООО);married;2;2;1;0;0;0;0;1;1;1;0.3333333333;1;2;24;3;1;0;1;93;0;0;0;0;0;0;0
1;1015241;Bank form (without the employer's seal);Repair;1;0.2;male;0;0;Higher / Second higher / Academic degree;senior manager;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015261;personal income tax 2NDFL;Buying a car;1;0.59;female;0;0;Higher / Second higher / Academic degree;middle manager;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015281;Receipt of salary in the account;Repair;0;0.37;female;0;0;Higher / Second higher / Academic degree;specialist;>250;0;11;25;Other;Limited Liability Company   (ООО);married;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015301;personal income tax 2NDFL;Repair;1;0.46;male;0;0;Higher;specialist;>250;0;52;34;public service;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015321;Receipt of salary in the account;Other;0;0.35;female;1;0;average;support staff;>250;0;65;40;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015341;Free form with the seal of the employer;Purchase of real estate / construction;0;0.34;female;0;0;average-специальное;middle manager;< 50;1;19;29;Trade;Limited Liability Company   (ООО);single, not married;1;1;1;1;1;0.3333333333;1;0;0;0;1;2;0;32;2;1;0;18;28;1;0;0;0;0;0;0
1;1015361;Receipt of salary in the account;Repair;1;0.28;male;0;0;Higher;worker;>250;0;49;44;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015381;Receipt of salary in the account;Repair;0;0.39;male;1;0;Higher;specialist;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015401;Bank form (without the employer's seal);Purchase of real estate / construction;1;0.44;female;2;0;average;specialist;>250;0;32;34;Building;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015421;Receipt of salary in the account;Buying a car;1;0.3;male;0;0;average-специальное;specialist;>250;0;21;48;Trade;closed joint stock company (ЗАО);single, not married;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
1;1015441;Bank form (without the employer's seal);Other;1;0.27;female;0;0;average;support staff;>250;0;21;48;Trade;closed joint stock company (ЗАО);single, not married;0;0;0;0;0;0;0;0;0;0;1;1;0;8;1;0;0;8;8;0;0;0;0;0;0;0
1;1015461;Receipt of salary in the account;Buying a car;0;0.36;female;0;0;Higher;middle manager;>250;0;29;26;Information Technology;Limited Liability Company   (ООО);single, not married;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015481;Bank form (without the employer's seal);Buying a car;1;0.32;female;3;0;academic degree;middle manager;>250;0;150;42;Legal services;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015501;Receipt of salary in the account;Other;1;0.22;male;2;0;average;specialist;>250;0;76;30;Other;Limited Liability Company   (ООО);married;1;0;0;0;0;0;0;1;0;0;1;3;0;11;3;1;0;4;20;0;0;0;0;0;0;0
1;1015521;Receipt of salary in the account;Repair;0;0.44;male;1;0;Higher;worker;>250;1;61;42;Transport;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015541;Bank form (without the employer's seal);Buying a car;1;0.3;male;2;0;average-специальное;specialist;< 50;0;21;30;Transport;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015561;Free form with the seal of the employer;Repair;1;0.59;female;0;0;Higher;specialist;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015581;Receipt of salary in the account;Buying a car;1;0.38;male;1;0;average-специальное;support staff;>250;0;18;44;Transport;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015601;;Buying a car;0;;female;0;0;Higher;other;;1;86;29;Finance;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015621;Receipt of salary in the account;Обучение;1;0.41;female;0;0;Higher;specialist;>250;0;31;26;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015641;Free form with the seal of the employer;Purchase of real estate / construction;0;0.29;male;2;0;average;worker;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015661;personal income tax 2NDFL;Buying a car;0;0.55;female;0;0;Higher;specialist;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015681;Bank form (without the employer's seal);Repair;1;0.49;male;0;0;Higher;specialist;>250;0;81;29;Transport;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015701;Receipt of salary in the account;Purchase of household appliances;1;0.49;female;1;0;average-специальное;specialist;>250;0;19;25;Transport;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015721;personal income tax 2NDFL;Repair;1;0.47;female;1;0;Higher;middle manager;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015741;Receipt of salary in the account;Repair;1;0.59;male;1;0;Higher;specialist;>250;1;41;34;Trade;closed joint stock company (ЗАО);married;1;1;1;1;1;0.0035714286;1;1;0;0;0.4444444444;4;5;279;9;2;2;3;119;1;0;0;0;0;0;0
1;1015761;Bank form (without the employer's seal);Repair;0;0.43;female;0;0;Higher;support staff;< 50;0;15;47;Trade;Limited Liability Company   (ООО);divorced / divorced;1;1;0;0;0;0;0;0;0;0;0.1428571429;1;6;94;7;0;1;23;86;0;0;0;0;0;0;0
1;1015781;Bank form (without the employer's seal);Repair;1;0.59;male;0;0;Higher / Second higher / Academic degree;support staff;>250;0;49;49;Other;Limited Liability Company   (ООО);married;0;0;0;0;0;0.023255814;0;0;0;0;0.3333333333;1;2;42;3;0;2;20;81;1;0;0;0;0;0;0
1;1015801;Receipt of salary in the account;Repair;0;0.28;female;0;0;Higher;Sales Representative;>250;1;12;25;Legal services;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015821;Receipt of salary in the account;Buying a car;0;0.4;male;2;0;Higher;specialist;>250;0;7;32;Finance;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015841;Free form with the seal of the employer;Buying a car;1;0.59;female;0;0;Higher;specialist;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015861;Bank form (without the employer's seal);Repair;1;0.21;female;0;0;average-специальное;specialist;< 50;0;61;46;Trade;Limited Liability Company   (ООО);single, not married;2;2;2;2;1;0.0545454545;1;0;0;0;0.1666666667;1;5;52;6;0;1;12;74;1;0;0;0;0;0;0
1;1015881;Bank form (without the employer's seal);Repair;1;0.58;male;1;0;Higher;middle manager;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015901;personal income tax 2NDFL;Buying furniture;0;0.12;male;2;0;Higher;specialist;>250;0;26;31;Other;Limited Liability Company   (ООО);remarriage;0;0;0;0;0;0.3072916667;1;0;0;0;0.2;1;4;133;5;0;0;45;81;1;1;0;0;0;0;0
1;1015921;personal income tax 2NDFL;Repair;0;0.54;male;0;0;Higher / Second higher / Academic degree;support staff;>250;0;110;31;public service;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1015941;Bank form (without the employer's seal);Repair;0;0.38;female;0;0;secondHigher;specialist;>250;0;100;51;Trade;Limited Liability Company   (ООО);married;0;0;0;0;0;0;1;0;0;0;0.25;1;3;80;4;1;1;22;84;0;0;0;0;0;0;0
1;1015961;Receipt of salary in the account;Purchase of real estate / construction;1;0.47;female;2;0;Higher;support staff;>250;0;73;31;Other;Limited Liability Company   (ООО);married;6;4;2;2;2;0;0;1;1;1;0.3333333333;2;4;65;6;1;4;1;28;0;0;0;0;0;0;0
1;1015981;personal income tax 2NDFL;Repair;0;0.35;male;1;0;Higher;specialist;>250;0;7;29;Finance;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016001;Bank form (without the employer's seal);Repair;0;0.54;female;0;0;average-специальное;specialist;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016021;personal income tax 2NDFL;Repair;0;0.53;female;0;0;Higher;middle manager;>250;1;92;36;Other;closed joint stock company (ЗАО);single, not married;0;0;0;0;0;0;0;0;0;0;0.5;2;2;119;4;1;2;6;46;0;0;0;0;0;0;0
1;1016041;personal income tax 2NDFL;Repair;0;0.46;male;1;0;average-специальное;middle manager;>250;0;57;32;Other;closed joint stock company (ЗАО);married;4;4;4;4;1;0.0344827586;0;1;0;0;0.4;2;3;84;5;2;0;5;75;1;0;0;0;0;0;0
1;1016061;Receipt of salary in the account;Repair;0;0.2;female;0;0;Higher;support staff;>250;0;18;26;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016081;Free form with the seal of the employer;Repair;0;0.41;female;0;0;Higher / Second higher / Academic degree;specialist;< 50;0;11;30;Trade;Limited Liability Company   (ООО);married;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
1;1016101;Receipt of salary in the account;Repair;0;0.48;male;0;0;Higher / Second higher / Academic degree;middle manager;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016121;Bank form (without the employer's seal);Buying a car;1;0.44;male;1;0;Higher;specialist;< 50;0;98;45;Other;Limited Liability Company   (ООО);divorced / divorced;2;2;0;0;0;0.0572207084;1;0;0;0;0.375;3;5;346;8;0;1;22;125;1;1;0;0;0;0;0
1;1016141;Free form with the seal of the employer;Purchase of real estate / construction;1;0.22;male;0;0;average-специальное;middle manager;>250;0;46;45;Building;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016161;Receipt of salary in the account;Purchase of real estate / construction;0;0.53;male;2;0;Higher;specialist;>250;0;28;39;Trade;Limited Liability Company   (ООО);married;1;0;0;0;0;0;0;1;0;0;0.6666666667;2;1;37;3;0;0;4;32;0;0;0;0;0;0;0
1;1016181;Receipt of salary in the account;Buying a car;1;0.59;female;1;0;Higher;worker;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016201;Receipt of salary in the account;Repair;1;0.13;female;2;0;Higher;specialist;>250;0;14;28;Legal services;Other form;married;2;2;2;0;0;0.2033898305;0;0;0;0;0.25;1;3;47;4;0;0;32;70;1;0;0;0;0;0;0
1;1016221;Free form with the seal of the employer;Repair;1;0.21;male;3;0;secondHigher;senior manager;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016241;Receipt of salary in the account;Repair;1;0.34;male;0;0;Higher;support staff;>250;0;39;46;Information Technology;closed joint stock company (ЗАО);single, not married;1;0;0;0;0;0.7415730337;1;0;0;0;0.25;3;1;23;4;2;0;35;91;1;1;1;1;1;1;1
1;1016261;personal income tax 2NDFL;Repair;1;0.49;female;0;0;Higher;Sales Manager;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016281;personal income tax 2NDFL;Repair;1;0.26;male;1;0;average-специальное;middle manager;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016301;Receipt of salary in the account;Other;0;0.28;male;1;0;Higher;middle manager;>250;0;9;34;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016321;Receipt of salary in the account;Repair;0;0.54;female;2;0;Higher;worker;>250;0;51;31;Trade;closed joint stock company (ЗАО);married;0;0;0;0;0;0;0;0;0;0;0.125;1;7;109;8;1;3;8;77;0;0;0;0;0;0;0
1;1016341;personal income tax 2NDFL;Purchase of real estate / construction;0;0.58;female;3;0;Higher;specialist;>250;0;14;40;Building;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016361;personal income tax 2NDFL;Purchase of real estate / construction;1;0.59;male;0;0;average-специальное;support staff;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016381;Receipt of salary in the account;Repair;1;0.18;male;0;0;Higher;specialist;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016401;Bank form (without the employer's seal);Repair;1;0.19;male;1;0;Higher;senior manager;< 50;0;7;52;Information Technology;Limited Liability Company   (ООО);married;0;0;0;0;0;0.6392405063;0;0;0;0;0.25;1;3;57;4;0;1;48;63;1;1;0;0;0;0;0
1;1016421;Receipt of salary in the account;Repair;1;0.35;female;1;0;Higher;specialist;>250;0;8;26;Other;Public corporation (ОАО);married;4;1;1;0;0;0;0;1;1;1;0.25;1;3;29;4;1;0;1;19;0;0;0;0;0;0;0
1;1016441;Bank form (without the employer's seal);Repair;0;0.44;male;0;0;Higher / Second higher / Academic degree;senior manager;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016461;Bank form (without the employer's seal);Vacation;0;0.26;male;0;0;Higher;senior manager;>250;0;88;52;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016481;Receipt of salary in the account;Other;1;0.47;female;0;0;Higher;middle manager;>250;0;49;27;Finance;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016501;Receipt of salary in the account;Repair;1;0.2;male;0;0;Higher;specialist;>250;0;127;43;Transport;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016521;Free form with the seal of the employer;Repair;1;0.48;male;2;0;Higher;Sales Representative;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016541;Bank form (without the employer's seal);Buying a car;0;0.44;female;1;0;Higher;middle manager;< 50;0;119;48;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016561;Receipt of salary in the account;Repair;0;0.18;male;0;0;Higher;specialist;>250;0;36;32;Trade;Limited Liability Company   (ООО);single, not married;2;2;2;2;2;0;1;0;0;0;0.6666666667;2;1;58;3;0;0;13;29;0;0;0;0;0;0;0
1;1016581;Bank form (without the employer's seal);Buying a car;1;0.4;male;0;0;Higher;specialist;>250;0;28;26;Trade;Limited Liability Company   (ООО);single, not married;1;0;0;0;0;0.0263157895;0;0;0;0;0.75;3;1;37;4;1;1;10;44;1;0;0;0;0;0;0
1;1016601;personal income tax 2NDFL;Repair;1;0.22;female;0;0;Higher;middle manager;< 50;0;72;50;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016621;Receipt of salary in the account;Repair;1;0.13;male;0;0;Higher;worker;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016641;Receipt of salary in the account;Repair;0;0.43;female;0;0;Higher;specialist;>250;0;28;31;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016661;Bank form (without the employer's seal);Repair;1;0.38;male;1;0;Higher;middle manager;>250;0;74;40;Other;Public corporation (ОАО);married;1;0;0;0;0;0;0;0;0;0;0.5;1;1;64;2;1;1;34;34;0;0;0;0;0;0;0
1;1016681;Receipt of salary in the account;Repair;0;0.19;female;1;0;Higher;specialist;>250;1;6;39;Other;Limited Liability Company   (ООО);married;0;0;0;0;0;0.025;0;0;0;0;0;0;2;39;2;0;2;69;94;1;0;0;0;0;0;0
1;1016701;personal income tax 2NDFL;Repair;0;0.34;female;0;0;Higher;specialist;>250;0;13;32;Building;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016721;Receipt of salary in the account;Other;0;0.44;female;0;0;average-специальное;support staff;>250;0;16;25;Legal services;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016741;Free form with the seal of the employer;Repair;0;0.56;female;0;0;Higher;specialist;< 50;1;16;51;Trade;Individual entrepreneur;married;2;2;2;2;2;0.011627907;0;0;0;0;0.3333333333;2;4;85;6;0;1;22;92;1;0;0;0;0;0;0
1;1016761;Bank form (without the employer's seal);Buying furniture;1;0.13;male;0;0;Higher;middle manager;< 50;0;8;32;Trade;Limited Liability Company   (ООО);single, not married;2;1;1;1;1;0.1012658228;0;0;0;0;0.2;1;4;71;5;0;1;8;76;1;0;0;0;0;0;0
1;1016781;Bank form (without the employer's seal);Repair;0;0.35;male;0;0;Higher;senior manager;< 50;0;29;33;Other;Limited Liability Company   (ООО);divorced / divorced;1;0;0;0;0;0;1;0;0;0;0;1;0;22;1;1;0;82;82;0;0;0;0;0;0;0
1;1016801;Receipt of salary in the account;Purchase of real estate / construction;0;0.2;male;2;0;Higher;Sales Manager;>250;0;49;36;Transport;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016821;Receipt of salary in the account;Vacation;1;0.25;female;2;0;Higher;specialist;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016841;Receipt of salary in the account;Purchase of real estate / construction;0;0.1;male;2;0;Higher;specialist;>250;0;119;34;Finance;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016861;Bank form (without the employer's seal);Repair;1;0.57;male;0;0;Higher;specialist;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016881;Receipt of salary in the account;Purchase of real estate / construction;0;0.45;male;2;0;average;specialist;>250;0;23;30;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016901;personal income tax 2NDFL;Other;1;0.33;female;0;0;Higher;specialist;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016921;Receipt of salary in the account;Buying a car;1;0.4;male;0;0;Higher;worker;>250;0;15;29;Other;Limited Liability Company   (ООО);married;1;1;0;0;0;0;0;0;0;0;0.5;1;1;17;2;0;0;16;30;0;0;0;0;0;0;0
1;1016941;Receipt of salary in the account;Purchase of real estate / construction;1;0.16;male;2;0;average;worker;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016961;personal income tax 2NDFL;Buying a car;0;0.25;male;2;0;Higher;specialist;>250;0;14;31;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1016981;personal income tax 2NDFL;Repair;1;0.08;male;0;0;Higher / Second higher / Academic degree;specialist;>250;0;10;27;Finance;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1017001;Bank form (without the employer's seal);Repair;0;0.46;female;1;0;Higher;specialist;>250;0;80;33;Trade;closed joint stock company (ЗАО);married;3;2;1;0;0;0;0;0;0;0;0.3571428571;5;9;193;14;3;2;10;84;0;0;0;0;0;0;0
1;1017021;Receipt of salary in the account;Vacation;0;0.15;male;0;0;Higher;specialist;>250;0;47;25;Other;Other form;married;1;0;0;0;0;0.0379746835;0;0;0;0;0.75;3;1;76;4;2;0;13;35;1;0;0;0;0;0;0
1;1017041;Bank form (without the employer's seal);Purchase of household appliances;1;0.12;male;0;0;Higher;specialist;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
