Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
1;1129481;personal income tax 2NDFL;Repair;1;0.22;male;2;0;average;specialist;>250;0;200;37;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129501;personal income tax 2NDFL;Repair;0;0.47;female;2;0;Higher;middle manager;< 50;0;102;36;Other;closed joint stock company (ЗАО);married;0;0;0;0;0;0;0;1;0;0;0.2857142857;2;5;61;7;2;0;3;35;0;0;0;0;0;0;0
1;1129521;personal income tax 2NDFL;Purchase of real estate / construction;1;0.55;male;2;0;average-специальное;worker;>250;1;111;39;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129541;personal income tax 2NDFL;Other;1;0.55;female;2;0;average-специальное;support staff;>250;3;251;40;Legal services;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129561;personal income tax 2NDFL;Repair;0;0.21;female;0;0;Higher / Second higher / Academic degree;specialist;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129581;personal income tax 2NDFL;Purchase of real estate / construction;0;0.44;male;3;0;Higher;worker;>250;1;98;42;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129601;Receipt of salary in the account;Repair;0;0.48;female;2;0;Higher;specialist;>250;0;11;33;Trade;Limited Liability Company   (ООО);married;4;2;2;2;0;0.0113636364;1;2;1;0;0.8333333333;5;1;87;6;1;0;2;63;1;0;0;0;0;0;0
1;1129621;personal income tax 2NDFL;Repair;0;0.38;female;0;0;average-специальное;support staff;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129641;personal income tax 2NDFL;Buying land;0;0.39;female;0;0;average-специальное;support staff;>250;0;214;44;Legal services;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129661;personal income tax 2NDFL;Repair;1;0.58;female;0;0;Higher;specialist;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129681;personal income tax 2NDFL;Purchase of real estate / construction;1;0.56;female;0;0;Higher;middle manager;>250;0;38;29;Trade;Limited Liability Company   (ООО);civil marriage;3;2;2;2;2;0;0;0;0;0;0.2;2;8;87;10;1;0;14;85;0;0;0;0;0;0;0
1;1129701;Bank form (without the employer's seal);Purchase of real estate / construction;1;0.4;male;0;0;average-специальное;support staff;>250;0;128;55;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129721;personal income tax 2NDFL;Repair;0;0.35;female;0;0;Higher / Second higher / Academic degree;worker;>250;0;166;48;Other;Limited Liability Company   (ООО);married;1;1;1;1;1;0;0;0;0;0;0;0;2;18;2;0;0;55;83;0;0;0;0;0;0;0
1;1129741;Bank form (without the employer's seal);Purchase of real estate / construction;1;0.34;male;1;0;Higher;senior manager;< 50;0;108;44;Tourism;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129761;Free form with the seal of the employer;Repair;0;0.4;male;0;0;Higher;specialist;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129781;Free form with the seal of the employer;Repair;0;0.37;female;0;0;Higher / Second higher / Academic degree;senior manager;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129801;personal income tax 2NDFL;Purchase of real estate / construction;1;0.42;male;0;0;average-специальное;support staff;>250;0;142;38;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129821;Bank form (without the employer's seal);Repair;0;0.48;male;0;0;Higher;specialist;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129841;Bank form (without the employer's seal);Repair;1;0.46;male;2;0;Higher / Second higher / Academic degree;worker;>250;0;63;37;Trade;Limited Liability Company   (ООО);married;2;0;0;0;0;0.0625;1;1;1;0;0.3333333333;4;8;135;12;2;3;2;98;1;1;1;0;0;0;0
1;1129861;Receipt of salary in the account;Buying a car;0;0.53;male;0;0;average-специальное;specialist;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129881;Bank form (without the employer's seal);Other;1;0.21;female;0;0;average-специальное;worker;>250;0;43;42;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129901;personal income tax 2NDFL;Buying a car;1;0.27;male;0;0;Higher;support staff;>250;3;340;54;Transport;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129921;personal income tax 2NDFL;Repair;1;0.46;male;1;0;Higher;support staff;>250;3;8;29;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129941;personal income tax 2NDFL;Purchase of real estate / construction;0;0.52;female;1;0;Higher / Second higher / Academic degree;specialist;>250;0;10;44;public service;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129961;personal income tax 2NDFL;Buying a car;1;0.22;male;2;0;average-специальное;support staff;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1129981;Bank form (without the employer's seal);Repair;1;0.36;female;0;0;Higher / Second higher / Academic degree;specialist;>250;0;25;26;Trade;Limited Liability Company   (ООО);single, not married;0;0;0;0;0;0;0;1;0;0;1;2;0;24;2;2;0;5;18;0;0;0;0;0;0;0
1;1130001;personal income tax 2NDFL;Repair;0;0.55;female;2;0;average;support staff;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130021;Bank form (without the employer's seal);Repair;1;0.22;male;0;0;Higher / Second higher / Academic degree;specialist;>250;0;85;32;Trade;Limited Liability Company   (ООО);civil marriage;0;0;0;0;0;0.0886075949;0;0;0;0;0.4285714286;3;4;144;7;2;2;14;93;1;0;0;0;0;0;0
1;1130041;personal income tax 2NDFL;Buying a car;0;0.45;male;1;0;average-специальное;support staff;>250;3;80;30;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130061;Bank form (without the employer's seal);Repair;0;0.06;female;2;0;Higher;middle manager;>250;0;10;33;Trade;Limited Liability Company   (ООО);married;3;2;2;1;1;0;1;0;0;0;0.6666666667;2;1;42;3;2;0;7;72;0;0;0;0;0;0;0
1;1130081;personal income tax 2NDFL;Buying a car;1;0.3;male;1;0;secondHigher;support staff;>250;1;89;35;Trade;Limited Liability Company   (ООО);married;2;1;0;0;0;0;0;0;0;0;0.5;1;1;22;2;0;1;20;20;0;0;0;0;0;0;0
1;1130101;Receipt of salary in the account;Purchase of real estate / construction;1;0.3;female;2;0;Higher;specialist;>250;0;28;41;Trade;Limited Liability Company   (ООО);married;1;0;0;0;0;0;0;0;0;0;0.5;1;1;14;2;0;0;3;9;0;0;0;0;0;0;0
1;1130121;Free form with the seal of the employer;Buying land;1;0.49;male;0;0;Higher;worker;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130141;personal income tax 2NDFL;Buying a car;1;0.24;male;1;0;average;support staff;>250;1;191;45;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130161;Free form with the seal of the employer;Repair;1;0.31;female;0;0;Higher;specialist;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130181;personal income tax 2NDFL;Buying a car;0;0.56;male;1;0;secondHigher;middle manager;>250;1;25;42;Other;Other form;married;1;0;0;0;0;0.0044052863;0;0;0;0;0.1875;4;12;226;16;2;0;8;99;1;0;0;0;0;0;0
1;1130201;Receipt of salary in the account;Repair;1;0.37;male;1;0;Higher;middle manager;>250;0;97;30;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130221;Bank form (without the employer's seal);Repair;1;0.35;female;0;0;Higher / Second higher / Academic degree;senior manager;< 50;0;48;45;Building;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130241;Bank form (without the employer's seal);Repair;0;0.32;male;0;0;Higher;middle manager;< 50;0;69;51;Other;Limited Liability Company   (ООО);married;0;0;0;0;0;0;1;0;0;0;0.25;1;3;101;4;0;2;25;87;0;0;0;0;0;0;0
1;1130261;Bank form (without the employer's seal);Buying a car;1;0.18;male;1;0;Higher;support staff;>250;0;35;37;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130281;Bank form (without the employer's seal);Repair;1;0.27;male;0;0;Higher;senior manager;< 50;0;46;32;Building;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130301;Receipt of salary in the account;Repair;1;0.58;male;2;0;Higher;worker;>250;1;121;41;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130321;Bank form (without the employer's seal);Обучение;1;0.22;female;0;0;average-специальное;worker;>250;0;154;42;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130341;personal income tax 2NDFL;Repair;1;0.42;female;0;0;Higher;middle manager;>250;0;44;41;Trade;closed joint stock company (ЗАО);divorced / divorced;1;1;1;1;1;0.0434782609;0;0;0;0;0.5;1;1;22;2;0;1;26;26;1;0;0;0;0;0;0
1;1130361;Bank form (without the employer's seal);Purchase of real estate / construction;1;0.26;male;1;0;Higher;senior manager;< 50;0;16;37;Trade;Limited Liability Company   (ООО);married;0;0;0;0;0;0.0095238095;1;0;0;0;0.3333333333;1;2;104;3;0;2;22;102;1;0;0;0;0;0;0
1;1130381;Bank form (without the employer's seal);Repair;1;0.28;male;1;0;Higher;senior manager;< 50;0;13;36;Trade;Limited Liability Company   (ООО);married;1;1;0;0;0;0.202247191;1;0;0;0;0.5;3;3;71;6;1;0;11;80;1;1;0;0;0;0;0
1;1130401;Bank form (without the employer's seal);Repair;0;0.55;female;0;0;average;support staff;< 50;0;13;47;Legal services;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130421;personal income tax 2NDFL;Repair;1;0.48;male;0;0;average-специальное;worker;>250;3;20;51;Building;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130441;personal income tax 2NDFL;Buying a car;0;0.48;male;1;0;average-специальное;support staff;>250;0;49;26;public service;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130461;Bank form (without the employer's seal);Repair;1;0.09;male;0;0;Higher / Second higher / Academic degree;specialist;< 50;0;84;27;Trade;Limited Liability Company   (ООО);married;1;1;1;0;0;0.0128205128;0;0;0;0;0.6;3;2;77;5;1;0;7;49;1;0;0;0;0;0;0
1;1130481;personal income tax 2NDFL;Repair;0;0.3;male;0;0;Higher / Second higher / Academic degree;senior manager;>250;0;107;31;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130501;personal income tax 2NDFL;Repair;0;0.3;male;2;0;Higher;specialist;>250;1;7;31;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130521;Receipt of salary in the account;Purchase of real estate / construction;1;0.56;male;2;0;average-специальное;specialist;>250;0;64;44;Other;Public corporation (ОАО);married;0;0;0;0;0;0;0;0;0;0;0.5;2;2;33;4;2;1;14;82;0;0;0;0;0;0;0
1;1130541;personal income tax 2NDFL;Buying furniture;1;0.26;female;1;0;average-специальное;support staff;>250;0;37;41;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130561;Receipt of salary in the account;Buying land;0;0.25;male;3;0;Higher;middle manager;>250;0;29;35;Trade;Limited Liability Company   (ООО);married;0;0;0;0;0;0;1;1;0;0;0.5;2;2;63;4;0;0;5;60;0;0;0;0;0;0;0
1;1130581;Bank form (without the employer's seal);Repair;0;0.31;female;0;0;Higher;specialist;>250;0;55;31;Other;Public corporation (ОАО);married;1;1;1;1;1;0;0;0;0;0;0;0;2;18;2;0;1;27;33;0;0;0;0;0;0;0
1;1130601;Bank form (without the employer's seal);Repair;1;0.46;female;0;0;Higher;specialist;< 50;0;44;39;Building;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130621;Bank form (without the employer's seal);Repair;1;0.58;male;0;0;Higher;worker;>250;0;13;23;Trade;Limited Liability Company   (ООО);married;0;0;0;0;0;0;0;0;0;0;0.75;3;1;36;4;1;0;8;20;0;0;0;0;0;0;0
1;1130641;Free form with the seal of the employer;Buying a car;0;0.22;female;1;0;Higher;senior manager;>250;1;13;43;Other;Limited Liability Company   (ООО);divorced / divorced;2;0;0;0;0;0.0065789474;1;2;2;0;0.1818181818;2;9;151;11;1;4;2;81;1;0;0;0;0;0;0
1;1130661;personal income tax 2NDFL;Buying a car;1;0.37;female;1;0;average;support staff;>250;3;23;25;Other;State enterprise;single, not married;1;1;0;0;0;0.2272727273;0;0;0;0;0.5;2;2;34;4;1;0;9;61;1;1;0;0;0;0;0
1;1130681;personal income tax 2NDFL;Repair;1;0.59;male;2;0;average-специальное;middle manager;< 50;0;41;45;Trade;Limited Liability Company   (ООО);married;1;1;0;0;0;0.0198019802;1;0;0;0;0.5555555556;5;4;198;9;2;2;20;97;1;0;0;0;0;0;0
1;1130701;Bank form (without the employer's seal);Purchase of real estate / construction;0;0.23;male;1;0;Higher;senior manager;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130721;Receipt of salary in the account;Repair;1;0.59;female;0;0;Higher / Second higher / Academic degree;middle manager;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130741;Receipt of salary in the account;Repair;1;0.41;female;0;0;average-специальное;support staff;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130761;Bank form (without the employer's seal);Vacation;1;0.26;female;0;0;average-специальное;support staff;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130781;personal income tax 2NDFL;Repair;1;0.52;female;0;0;average-специальное;worker;>250;0;198;36;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130801;Free form with the seal of the employer;Repair;0;0.47;male;0;0;Higher;Sales Manager;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130821;personal income tax 2NDFL;Purchase of real estate / construction;1;0.3;male;0;0;average-специальное;worker;>250;3;89;41;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130841;personal income tax 2NDFL;Purchase of real estate / construction;1;0.49;male;1;0;average;worker;>250;1;51;37;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130861;personal income tax 2NDFL;Purchase of real estate / construction;1;0.31;male;1;0;Higher;worker;>250;3;45;26;Tourism;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130881;Receipt of salary in the account;Repair;0;0.47;male;0;0;Higher;specialist;>250;0;6;25;Information Technology;Limited Liability Company   (ООО);single, not married;1;1;0;0;0;0.4166666667;0;0;0;0;1;1;0;7;1;1;0;11;11;1;0;0;0;0;0;0
1;1130901;Bank form (without the employer's seal);Обучение;1;0.5;female;1;0;Higher / Second higher / Academic degree;middle manager;>250;0;293;44;Transport;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130921;personal income tax 2NDFL;Repair;1;0.41;male;0;0;Higher;worker;>250;0;105;32;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1130941;Free form with the seal of the employer;Repair;1;0.55;female;1;0;Higher;senior manager;< 50;0;21;48;Trade;Limited Liability Company   (ООО);married;0;0;0;0;0;0.0540540541;1;1;0;0;0.6666666667;6;3;175;9;1;0;5;92;1;0;0;0;0;0;0
1;1130961;Free form with the seal of the employer;Purchase of real estate / construction;0;0.49;male;0;0;Higher;support staff;>250;0;12;26;Trade;Public corporation (ОАО);single, not married;4;3;3;3;3;0;0;1;1;0;0.4;4;6;129;10;0;0;2;57;0;0;0;0;0;0;0
1;1130981;Receipt of salary in the account;Purchase of real estate / construction;0;0.58;male;2;0;Higher;specialist;>250;0;35;37;Other;Limited Liability Company   (ООО);married;1;1;0;0;0;0;1;0;0;0;0.2;2;3;54;5;1;0;5;32;0;0;0;0;0;0;0
1;1131001;personal income tax 2NDFL;Purchase of real estate / construction;1;0.47;male;0;0;Higher;senior manager;>250;0;344;53;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131021;personal income tax 2NDFL;Buying land;1;0.58;female;0;0;Higher;support staff;>250;3;42;32;Trade;Limited Liability Company   (ООО);civil marriage;4;3;3;3;3;0.1732283465;0;0;0;0;0.1538461538;2;11;105;13;0;0;11;85;1;1;1;1;1;1;0
1;1131041;Receipt of salary in the account;Vacation;1;0.32;female;0;0;Higher;support staff;>250;1;57;25;Trade;closed joint stock company (ЗАО);single, not married;1;1;1;1;0;0;0;0;0;0;1;1;0;12;1;0;0;13;13;0;0;0;0;0;0;0
1;1131061;Receipt of salary in the account;Buying a car;1;0.59;female;1;0;Higher;worker;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131081;personal income tax 2NDFL;Repair;1;0.42;male;0;0;Higher;worker;>250;3;10;50;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131101;Bank form (without the employer's seal);Buying a car;0;0.37;female;0;0;Higher / Second higher / Academic degree;middle manager;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131121;Bank form (without the employer's seal);Repair;0;0.34;female;0;0;Higher;specialist;>250;0;45;31;Trade;Limited Liability Company   (ООО);single, not married;1;1;1;0;0;0.0506912442;0;0;0;0;0.3333333333;2;4;206;6;1;3;22;98;1;0;0;0;0;0;0
1;1131141;Bank form (without the employer's seal);Repair;0;0.31;male;0;0;Higher / Second higher / Academic degree;specialist;>250;0;41;53;Trade;Limited Liability Company   (ООО);civil marriage;10;8;3;3;3;0.0358056266;1;1;1;1;0.5;9;9;377;18;5;1;0;80;1;0;0;0;0;0;0
1;1131161;Bank form (without the employer's seal);Repair;0;0.48;female;0;0;Higher;specialist;>250;0;63;32;Finance;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131181;Receipt of salary in the account;Repair;0;0.35;female;0;0;Higher / Second higher / Academic degree;specialist;< 50;0;33;28;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131201;Receipt of salary in the account;Buying a car;0;0.12;male;0;0;Higher / Second higher / Academic degree;worker;>250;0;24;54;Transport;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131221;Bank form (without the employer's seal);Buying land;1;0.44;male;1;0;average-специальное;specialist;< 50;0;122;41;Legal services;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131241;personal income tax 2NDFL;Buying a car;0;0.49;male;0;0;Higher;specialist;>250;3;21;25;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131261;personal income tax 2NDFL;Buying a car;0;0.56;male;0;0;average-специальное;worker;>250;0;63;52;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131281;personal income tax 2NDFL;Repair;0;0.56;female;0;0;Higher;specialist;>250;0;36;40;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131301;personal income tax 2NDFL;Purchase of real estate / construction;1;0.49;female;0;0;average;support staff;>250;0;211;39;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131321;Bank form (without the employer's seal);Repair;1;0.51;female;0;0;Higher;support staff;>250;0;330;46;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131341;Bank form (without the employer's seal);Repair;1;0.59;female;0;0;Higher;specialist;< 50;0;13;46;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131361;personal income tax 2NDFL;Buying furniture;0;0.27;male;2;0;Higher;specialist;>250;3;216;47;Other;Other form;married;1;1;1;1;0;0;0;0;0;0;0.2;1;4;11;5;0;0;12;68;0;0;0;0;0;0;0
1;1131381;personal income tax 2NDFL;Buying a car;0;0.47;male;1;0;average;support staff;>250;0;46;29;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131401;Free form with the seal of the employer;Buying furniture;1;0.43;male;2;0;secondHigher;middle manager;>250;0;15;39;Trade;Limited Liability Company   (ООО);civil marriage;4;2;1;1;1;0.1240310078;1;1;1;1;0.3333333333;2;4;113;6;1;1;1;84;1;0;0;0;0;0;0
1;1131421;Receipt of salary in the account;Purchase of real estate / construction;1;0.59;female;1;0;Higher / Second higher / Academic degree;specialist;>250;0;8;36;Trade;Limited Liability Company   (ООО);married;8;8;2;0;0;0.1186440678;0;0;0;0;0.1428571429;1;6;104;7;0;0;16;96;1;1;1;1;0;0;0
1;1131441;Bank form (without the employer's seal);Buying a car;1;0.37;male;0;0;average-специальное;support staff;>250;0;7;51;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131461;Receipt of salary in the account;Purchase of real estate / construction;0;0.53;male;0;0;Higher;middle manager;>250;1;12;30;Trade;Limited Liability Company   (ООО);married;2;1;0;0;0;0;0;0;0;0;0.3333333333;2;4;98;6;2;0;10;32;0;0;0;0;0;0;0
1;1131481;Bank form (without the employer's seal);Purchase of real estate / construction;0;0.39;female;0;0;Higher;middle manager;< 50;0;85;52;Trade;Limited Liability Company   (ООО);divorced / divorced;1;0;0;0;0;0;1;0;0;0;0.1818181818;2;9;223;11;1;1;7;89;0;0;0;0;0;0;0
1;1131501;Bank form (without the employer's seal);Buying furniture;1;0.43;male;1;0;Higher;middle manager;< 50;0;58;43;Trade;Limited Liability Company   (ООО);divorced / divorced;0;0;0;0;0;0.0215053763;1;0;0;0;0.1428571429;2;5;91;7;2;1;17;91;1;0;0;0;0;0;0
1;1131521;personal income tax 2NDFL;Repair;1;0.45;male;0;0;unfinished Higher;specialist;>250;3;32;26;Legal services;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131541;personal income tax 2NDFL;Buying a car;0;0.51;female;1;0;average;worker;>250;3;91;34;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131561;personal income tax 2NDFL;Repair;1;0.53;male;0;0;Higher;middle manager;>250;1;9;39;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131581;personal income tax 2NDFL;Buying a car;0;0.38;male;3;0;Higher;senior manager;>250;1;10;36;Other;closed joint stock company (ЗАО);married;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
1;1131601;Bank form (without the employer's seal);Repair;1;0.37;female;0;0;average-специальное;worker;>250;0;201;51;Trade;Limited Liability Company   (ООО);single, not married;0;0;0;0;0;0.1666666667;0;0;0;0;0.5;5;5;240;10;2;2;17;97;1;0;0;0;0;0;0
1;1131621;personal income tax 2NDFL;Buying a car;1;0.42;male;1;0;average-специальное;worker;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131641;Receipt of salary in the account;Purchase of real estate / construction;0;0.29;female;0;0;Higher;Sales Representative;>250;0;61;51;Trade;Limited Liability Company   (ООО);married;2;2;2;0;0;0;0;0;0;0;0;0;4;44;4;0;3;8;45;0;0;0;0;0;0;0
1;1131661;personal income tax 2NDFL;Purchase of real estate / construction;1;0.54;male;0;0;average-специальное;support staff;>250;3;102;48;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131681;Free form with the seal of the employer;Repair;1;0.32;male;0;0;Higher;worker;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131701;personal income tax 2NDFL;Purchase of real estate / construction;1;0.59;female;1;0;Higher;specialist;>250;1;375;49;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131721;personal income tax 2NDFL;Buying a car;0;0.3;male;1;0;Higher;middle manager;>250;3;82;34;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131741;Bank form (without the employer's seal);Repair;1;0.28;female;1;0;Higher;specialist;>250;0;29;30;public service;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131761;Free form with the seal of the employer;Buying a car;1;0.48;male;0;0;Higher / Second higher / Academic degree;senior manager;< 50;0;26;51;Trade;Limited Liability Company   (ООО);married;0;0;0;0;0;0.0144927536;0;1;0;0;0.5;3;3;68;6;2;0;5;34;1;0;0;0;0;0;0
1;1131781;personal income tax 2NDFL;Vacation;0;0.39;male;2;0;Higher;specialist;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131801;Receipt of salary in the account;Repair;0;0.48;female;2;0;Higher;specialist;< 50;1;22;32;Other;Limited Liability Company   (ООО);married;2;2;1;1;1;0;0;0;0;0;0.3333333333;1;2;26;3;1;0;11;82;0;0;0;0;0;0;0
1;1131821;Bank form (without the employer's seal);Repair;0;0.55;male;0;0;average-специальное;support staff;>250;0;29;49;Trade;Public corporation (ОАО);single, not married;0;0;0;0;0;0.0169491525;0;0;0;0;0.5;2;2;58;4;1;1;14;21;1;0;0;0;0;0;0
1;1131841;personal income tax 2NDFL;Repair;1;0.38;female;0;0;average-специальное;specialist;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131861;Bank form (without the employer's seal);Buying a car;1;0.2;female;1;0;Higher;support staff;>250;0;223;39;Trade;State enterprise;married;6;6;6;6;6;0;1;0;0;0;0;0;3;51;3;0;1;28;92;0;0;0;0;0;0;0
1;1131881;Receipt of salary in the account;Vacation;0;0.49;male;0;0;Higher;specialist;>250;0;40;28;Other;Public corporation (ОАО);single, not married;1;0;0;0;0;0.0113636364;0;0;0;0;0.4;2;3;87;5;1;0;19;37;1;0;0;0;0;0;0
1;1131901;Free form with the seal of the employer;Buying a car;0;0.19;male;0;0;Higher / Second higher / Academic degree;senior manager;>250;0;80;36;Information Technology;Limited Liability Company   (ООО);civil marriage;2;1;0;0;0;0.0462427746;1;0;0;0;0.2857142857;2;5;165;7;1;3;17;98;1;0;0;0;0;0;0
1;1131921;Receipt of salary in the account;Vacation;1;0.59;male;1;0;Higher;middle manager;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131941;Receipt of salary in the account;Buying a car;0;0.47;female;1;0;average-специальное;support staff;>250;0;34;33;Other;Public corporation (ОАО);married;1;1;1;0;0;0.0181818182;0;1;1;0;0.2;1;4;54;5;1;3;2;44;1;0;0;0;0;0;0
1;1131961;Bank form (without the employer's seal);Buying a car;0;0.58;male;0;0;Higher / Second higher / Academic degree;worker;>250;0;45;61;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1131981;Free form with the seal of the employer;Buying a car;1;0.58;female;1;0;Higher;specialist;>250;1;21;25;Tourism;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1132001;personal income tax 2NDFL;Purchase of real estate / construction;1;0.16;male;0;0;Higher;middle manager;>250;3;10;38;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1132021;Bank form (without the employer's seal);Buying a car;0;0.22;male;0;0;Higher;senior manager;< 50;0;50;52;Production;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1132041;Bank form (without the employer's seal);Repair;0;0.32;male;1;0;Higher;specialist;>250;0;26;37;public service;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1132061;Bank form (without the employer's seal);Repair;0;0.45;male;0;0;Higher;senior manager;< 50;0;65;51;Building;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1132081;Bank form (without the employer's seal);Purchase of real estate / construction;1;0.25;male;2;0;Higher;specialist;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1132101;personal income tax 2NDFL;Repair;0;0.57;male;0;0;Higher / Second higher / Academic degree;middle manager;>250;0;91;38;Other;State enterprise;single, not married;1;1;1;1;1;0;1;0;0;0;0.3888888889;8;10;255;18;4;0;6;102;0;0;0;0;0;0;0
